SMILES,ABCGG,AATSC3d,ATSC3d,GGI10,ATSC4i,BCUTp-1l,Kier3,AATS8p,Kier2,VSA_EState3,Kappa3,Kappa2,PEOE_VSA6,BertzCT,EState_VSA3,Yield_CO,Yield_CS,Yield_CN
FC(C(C=C1)=CC=C1C2=CC(SC3=C4C=CC(C5=CC=C(C=C5)C(F)(F)F)=C3)=C(C=C2)N4C6=C(C=CC=C7)C7=CC=C6)(F)F,23.5475994,-0.097354457,-15.08994083,0.429139884,13.87339716,0.52461082,6.817230653,1.57463361,13.13227147,2.103247799,5.089584799,10.48725377,84.55828977,1899.56884,11.12690298,11,95,19
C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C1,18.59837593,-0.02357222,-3.040816327,0.033465973,38.43126996,1.044778082,5.991735537,1.222422602,12.109375,0,4.118667206,9.234526546,72.79640482,1055.318578,0,0,0,1
C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=C(C=CC=C4)C4=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C1,21.09746111,0.027931806,4.078043704,0.033465973,32.31188411,1.044649091,5.960625,1.273272353,12.90178571,2.388089569,4.09979954,9.810457201,97.0618731,1363.22933,0,0,4,2
CC(C(C=C1)=CC=C1N(C2=CC=C(C=C2)C(C)(C)C)C3=C4C(C=CC=C4)=C(N(C5=CC=C(C=C5)C(C)(C)C)C6=CC=C(C=C6)C(C)(C)C)C=C3)(C)C,29.65907522,0.017816755,4.953057851,0.80848893,63.81196912,1.044647973,9.765625,1.596492475,16.4643595,2.393368869,7.676621787,13.62412281,155.8812512,1852.617234,0,2,53,9
CC(C=C1)=CC=C1N(C2=CC=C(C=C2)C)C3=C4C(C=CC=C4)=C(N(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)C=C3,23.04038261,0.018540798,3.15193572,0.148148148,23.95716428,1.044647855,6.89927686,1.410944486,13.74902344,2.398839548,4.966044755,10.74422019,95.05021079,1523.302865,0,0,0,7
C1(C=CC=C2)=C2C(N(C3=CC=CC=C3)C4=CC=CC=C4)=C(C=CC=C5)C5=C1N(C6=CC=CC=C6)C7=CC=CC=C7,23.57342008,0.101916913,16.61245675,0.033465973,36.53084936,1.044518442,6.046627433,1.274624443,13.74902344,4.780623583,4.164688729,10.43427684,121.3273414,1606.188039,0,4,2,2
CC(C(C=C1)=CC=C1N(C2=CC=C(C=C2)C(C)(C)C)C3=C4C(C=CC=C4)=C(N(C5=CC=C(C=C5)C(C)(C)C)C6=CC=C(C=C6)C(C)(C)C)C7=C3C=CC=C7)(C)C,32.12556445,0.068945364,20.33888228,1.056626875,73.51504708,1.044517327,9.734693878,1.53601524,17.40234375,4.791182183,7.591953487,14.30604197,180.1467195,2109.279855,0,0,2,1
CC(C=C1)=CC=C1N(C2=CC=C(C=C2)C)C3=C4C(C=CC=C4)=C(N(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)C7=C3C=CC=C7,25.51320834,0.087860963,16.43,0.197530864,29.60570569,1.04451721,6.951557093,1.387208197,14.63194444,4.802123541,4.989552041,11.39028572,119.3156791,1771.209185,0,1,2,2
COC(C=C1)=CC=C1N(C2=CC=C(C=C2)OC)C3=C4C(C=CC=C4)=C(N(C5=CC=C(C=C5)OC)C6=CC=C(C=C6)OC)C7=C3C=CC=C7,26.92494853,0.021523363,3.93877551,0.39546985,10.87838069,0.776050459,7.869421488,1.355425733,17.21814404,4.406886915,5.580154844,13.30196462,48.53093655,1852.933791,0,0,0,2
O=[N+](C1=C(N2C(C=CC=C3)=C3C4=C2C=CC=C4)C=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C1N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)[O-],28.57822386,-0.01254883,-2.30898466,0.289382716,44.93048891,0.669219357,5.302962798,1.702509919,13.44672796,20.00609042,3.566226161,9.917911137,109.1946072,2648.54249,11.37477255,0,0,0
O=[N+](C(C(N(C1=CC=CC=C1)C2=CC=CC=C2)=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C5)=C5N(C6=CC=CC=C6)C7=CC=CC=C7)[O-],28.8492081,0.05447861,10.1875,0.245281094,62.5850512,0.669219209,8.80362426,1.547952784,18.1614317,13.5365058,6.103175927,13.76760448,109.1946072,1873.489478,11.37477255,0,0,16
CC(C=C1)=CC=C1N(C2=CC=C(C)C=C2)C3=C(C(N(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5)=CC(N(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)=C3)[N+]([O-])=O,31.80568141,0.040455864,9.021657643,1.104785226,46.43843296,0.669216743,10.24851367,1.614595839,19.37696052,13.82792079,7.456152023,15.13333579,106.1771138,2132.907002,11.37477255,0,0,8
BrC(C=C1)=CC=C1N(C2=CC=C(Br)C=C2)C3=C(C(N(C4=CC=C(Br)C=C4)C5=CC=C(Br)C=C5)=CC(N(C6=CC=C(Br)C=C6)C7=CC=C(Br)C=C7)=C3)[N+]([O-])=O,31.80568141,0.014582219,2.726875,1.104785226,46.23272561,0.669218178,10.24851367,1.966758748,19.37696052,13.78750413,8.537655815,16.9293809,95.57966339,2158.998096,17.06215882,0,0,5
O=C1C2=C(C=CC(N3C(C=CC=C4)=C4C5=C3C=CC=C5)=C2)C(C6=CC(N7C(C=CC=C8)=C8C9=C7C=CC=C9)=CC=C61)=O,23.11374604,-0.078167459,-12.58496094,0.157530864,5.716938282,0.751956707,4.481470842,1.582022656,11.35734072,4.596883241,3.00733475,8.383796619,72.79640482,2178.228489,22.25380597,0,0,0
O=C1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C(C5=CC(N(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C51)=O,23.27122488,-0.022931836,-3.737889273,0.197530864,20.1744736,0.75195671,6.497292795,1.446506868,14.18685121,0,4.452510454,10.67674309,72.79640482,1682.469453,22.25380597,0,0,0
O=S(C(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=CC=C3)(C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6)=O,22.74872677,-0.06345539,-10.27977316,0.131823283,35.97861166,0.761318724,7.458677686,1.447871154,14.85351563,0,5.486011048,11.54235079,72.79640482,1598.472159,0,0,0,2
O=S(C1=CC=C(N(C2=CC=C(C=C2)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)C=C1)(C4=CC=C(N(C5=CC=C(C=C5)C(C)(C)C)C6=CC=C(C=C6)C(C)(C)C)C=C4)=O,31.01694188,-0.035465687,-10.42691212,0.692174268,64.7882161,0.761296397,11.34,1.734979808,18.38107639,0,9.207318649,15.32143411,131.6157829,2101.113051,0,0,0,2
O=S(C1=CC=C(N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C)C=C1)(C4=CC=C(N(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)C=C4)=O,24.60071555,-0.062770722,-11.67535437,0.296704418,26.32212834,0.761313033,8.421875,1.555714898,15.69367284,0,6.399112712,12.46644153,70.78474251,1763.218414,0,0,0,4
FC(C(C=C1)=CC=C1N2C3=CC=CC=C3N(C4=CC=C(C=C4)C(F)(F)F)C5=C2C=CC=C5)(F)F,19.96394781,-0.066365812,-7.7648,0.36282012,21.32694578,0.52461082,5.217619987,1.226956531,10.0451843,0,3.746069546,7.829226558,24.26546827,1174.244825,34.12431765,0,2,9
COC(C=C1)=CC=C1N2C3=C(C=CC=C3)N(C4=CC=C(C=C4)OC)C5=CC=CC=C52,17.38228155,-0.009120144,-1.048816568,0.131823283,22.19282977,0.776050505,4.32,1.24759901,9.868055556,0,2.937568638,7.484405783,24.26546827,1029.288138,0,0,0,4
C12=CC=CC=C1N(C3=CC=C(C=CC=C4)C4=C3)C5=C(C=CC=C5)N2C6=CC=C(C=CC=C7)C7=C6,18.88822302,-0.013333211,-1.853316327,0.057749209,6.704342409,1.037315923,4.292049757,1.49313595,10.0451843,4.989890686,2.892221024,7.498336172,84.92913896,1511.353821,0,0,0,8
FC(C(N(C1=CC=CC=C1)C2=CC=CC=C2)=C(F)C(N(C3=CC=CC=C3)C4=CC=CC=C4)=C5C#N)=C5N(C6=CC=CC=C6)C7=CC=CC=C7,29.92565481,0.101521326,18.78144528,0.220589736,43.94673782,0.545235124,8.394049587,1.610429747,18.35734072,11.04684353,5.974373716,13.96041392,109.1946072,1963.644501,34.12431765,36,5,87
N#CC1=C(N2C(C=CC=C3)=C3C4=C2C=CC=C4)C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)=C(N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)C(N%11C(C=CC=C%12)=C%12C%13=C%11C=CC=C%13)=C1N%14C(C=CC=C%15)=C%15C%16=C%14C=CC=C%16,43.12777514,0.086955115,25.04307307,0.992821141,54.3627451,0.961356099,7.561728395,1.940948744,20.21341056,24.07347544,5.240884226,14.95978283,181.9910121,4541.848245,5.563451492,42,17,99
O=C(C(C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=O)C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6,23.00847614,-0.046399597,-7.516734694,0.272625242,32.19367657,0.74717821,8.05785124,1.267799727,16.015625,0,5.600856401,12.19315416,72.79640482,1554.678767,11.12690298,0,0,0
C1(C2=NC3=C(C=CC=C3)S2)=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C1,16.43334256,-0.033787876,-3.480151229,0.122440567,21.05595013,1.024735182,4.541789841,1.375992563,9.42768595,1.054372428,3.168395519,7.294788172,48.53093655,1123.253472,0,0,0,4
C12=CC=CC=C1N(C3=CC=CC=C3)C4=C(C=CC=C4)O2,12.33814613,0.02266686,1.722681359,0,23.45726515,0.77825586,2.603024575,0.86687703,6.01171875,0,1.65813755,4.422633639,42.46456948,706.6299477,0,0,0,4
C12=CC=CC=C1N(C3=CC=CC=C3)C4=C(C=CC=C4)S2,12.33814613,0.02266686,1.722681359,0,16.45754906,1.045664427,2.603024575,0.899410326,6.01171875,0,1.806739255,4.728326973,54.22645443,706.6299477,0,0,0,1
C1(C=CC=C2)=C2C=C(SC(C=CC=C3)=C3N4C5=CC=CC=C5)C4=C1,14.10716759,0.013743081,1.278106509,0,8.690573231,1.045656882,3.021403092,1.3195928,6.9575,2.563245412,2.110894162,5.42952373,66.35918857,1039.956292,0,12,59,3
C12=CC=CC=C1C(C3=CC=CC=C3)=C4C(C=CC=C4)=C2C5=CC=CC=C5,15.70454029,0.052518693,5.51446281,0.016324865,7.861510808,1.299735705,3.44640999,1.120802595,8.163265306,5.208344671,2.309909893,6.163231384,109.1946072,1047.951692,0,0,0,2
COC(C=C1)=CC=C1C2=C3C(C=CC=C3)=C(C4=CC=C(C=C4)OC)C5=CC=CC=C52,17.38228155,-0.009120144,-1.048816568,0.131823283,-2.215996859,0.776050537,4.32,1.255347146,9.868055556,4.971055157,2.977969303,7.565817886,72.79640482,1171.104021,0,0,0,2
C1(C2=C3C4=CC=CC3=CC=C2)=C(C4=CC=C5)C5=CC=C1,11.93473658,-0.024498457,-1.984375,0,-9.225415162,1.283333765,1.756377551,0.779078607,4.75,10.8842706,1.119858604,3.486521568,72.79640482,917.0049697,0,0,94,56
N#CC1=C2C(C=CC=C2)=C(C3=CC=CC=C31)C#N,11.68033247,-0.079330057,-4.680473373,0,-19.6395201,0.961064615,2.176870748,0.712185467,5.551020408,22.09994331,1.268930023,3.873947746,48.53093655,719.4600971,11.12690298,0,0,0
O=C(N(C1=CC(C)=CC(C)=C1)C2=O)C3=CC=C4C5=C(C6=C7C4=CC=C8C7=C(C(N(C9=CC(C)=CC(C)=C9)C8=O)=O)C=C6)C=CC2=C53,24.31732947,0.03954795,7.158179012,0.429343944,7.628684809,0.749600102,4.777777778,1.539647101,11.77934018,6.394885556,3.302181218,8.855697004,36.39820241,2272.7977,44.40102695,0,0,0
O=C(N(C1=CC=CC=C1)C2=O)C3=C(C2=CC=C4C(N(C5=CC=CC=C5)C6=O)=O)C4=C6C=C3,18.56977609,-0.007694093,-0.877126654,0.165289256,3.722224702,0.749590792,3.528934559,1.461166467,8.896683673,0.715912593,2.286676188,6.45683608,36.39820241,1308.308282,22.14722098,0,0,0
CN(C1=CC=C(C2=CC(C3=CC=C(C=C3)N(C)C)=CC(C4=CC=C(C=C4)N(C)C)=C2)C=C1)C,18.78112773,-0.064652204,-9.309917355,0.297520661,-5.175922724,1.043208065,6.611570248,1.451711846,11.82314494,0,5.035387751,9.414845583,36.39820241,1034.970124,0,0,0,2
C1(C2=CC(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)=CC(C6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)=C2)=CC=C(C=C1)N(C9=CC=CC=C9)C%10=CC=CC=C%10,31.90738385,-0.033430233,-8.625,0.792164065,51.5324774,1.045305138,11.72022684,1.410700292,23.53861851,0,8.496776406,18.06674366,145.5928096,2530.225259,0,0,0,2
CN(C)C1=CC=C2C(OC(C=C2C(F)(F)F)=O)=C1,12.13408585,-0.045918367,-2.571428571,0,-56.4996454,0.52699055,3.134693878,0.93766801,5.174791914,-0.11787037,2.179795965,4.043852168,0,643.7930735,11.75375334,0,0,1
O=C1OC2=C3C(N(CCC3)CCC4)=C4C=C2C=C1C#N,12.20462396,-0.018478981,-1.737024221,0,20.19360772,0.720438416,2.2032,1.028584395,5.325259516,9.865466427,1.495778518,4.106529994,0,811.8073963,5.583020142,0,0,23
O=C1OC2=C3C(N(CCC3)CCC4)=C4C=C2C=C1S(=O)(C)=O,13.65602356,-0.019656276,-2.103221565,0,12.51424526,0.720441834,2.606310014,1.202249889,5.522682446,0.719930556,1.970752328,4.585826184,0,940.7526363,5.583020142,0,5,18
O=C1C(O)=CC(C(OC2=C3C=C(O)C(O)=C2)=C1)=C3C4=CC=CC=C4,14.98833942,0.017615176,1.444444444,0,11.14856346,0.750214951,3.241071429,0.927218297,6.9575,29.97948239,2.063594919,5.025204471,30.33183534,1096.19249,22.09614734,0,0,0
O=C1C=CC2=NC3=C(C=C(O)C=C3)OC2=C1,10.00912414,-0.004282242,-0.209829868,0,10.59834308,0.750472265,2.204152249,0.817234525,4.349112426,9.30740599,1.316325476,3.064489165,0,702.198677,22.55389627,0,0,0
O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,9.598332058,-0.152470906,-7.47107438,0,-11.03626226,0.752763283,1.370242215,0.444612905,3.538752363,0,0.813780536,2.548237506,48.53093655,478.7637017,0,0,0,6
O=C1C2=CC=CC=C2C3=C(C=CC=C3)C1=O,10.48918255,-0.087373737,-4.805555556,0,-13.6098394,0.747175743,1.764542936,0.66759004,4.349112426,0,1.069306335,3.136156554,48.53093655,556.137336,11.12690298,0,0,0
O=C(C1=CC=CC=C1)C2=CC(C(C3=CC=CC=C3)=O)=CC(C(C4=CC=CC=C4)=O)=C2,18.2464144,-0.006944444,-0.75,0.048974594,16.70386172,0.752169639,5.88,1.501146051,11.22765432,0,4.007186134,8.496165723,90.99550603,1042.801253,33.38070895,0,0,2
O=C1C2=C(C=CC(Cl)=C2)SC3=C1C=CC=C3,10.2528507,-0.052040476,-2.654064272,0,-13.29633784,0.751254874,1.966049383,1.166690203,4.349112426,2.074581286,1.421731167,3.578654076,23.73367403,745.5869718,10.40885753,0,0,7
O=C(C1=C2C=CC=C1)C3=C(C=CC=C3)C2=O,10.46699847,-0.105555556,-5.805555556,0,-11.78766332,0.75195674,1.764542936,0.712185467,4.349112426,0,1.069306335,3.136156554,48.53093655,506.137336,22.25380597,0,0,0
F[B-](N(C(C)=C1)C2=C1C)(F)[N+](C(C(C)=C3)=C2C)=C3C,14.27278071,-0.198242344,-15.26466049,0,-95.81713874,0.5481242,1.704142012,0.631291437,4.246530612,0,1.329129227,3.465968357,0,705.2733255,22.79658031,0,4,1
F[B-](N(C(C)=C1CC)C2=C1C)(F)[N+](C(C(C)=C3CC)=C2C)=C3C,16.67401718,-0.147962909,-15.83203125,0,-104.3329945,0.54811861,2.1484375,0.97778562,5.771564545,0,1.763736747,4.923282519,13.8474744,822.5648829,11.405613,0,3,1
F[B-](N(C(C)=C1C)C2=C1C)(F)[N+](C(C(C)=C3C)=C2C#N)=C3C,16.30087715,-0.212205882,-18.0375,0,-104.82349,0.548119213,1.97710718,0.943619562,5.25,9.652305367,1.413835409,4.189952123,0,876.1827588,28.36968484,0,0,0
C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=[O+]1,14.41298981,0.012065799,1.11005354,0,-0.488743122,0.751137099,4.411458333,1.405734792,8.589506173,0,2.971438504,6.511028643,66.73003775,789.7009753,0,0,0,1
CC(C=C1)=CC=C1C2=CC(C3=CC=C(C=C3)C)=CC(C4=CC=C(C=C4)C)=[O+]2,15.89351701,-0.007854545,-0.864,0.099173554,-6.796442419,0.751135794,5.135802469,1.38569236,9.212018141,0,3.826229853,7.203595713,65.22129102,902.8228621,0,0,0,0
COC(C=C1)=CC=C1C2=CC(C3=CC=C(C=C3)OC)=CC(C4=CC=C(C=C4)OC)=[O+]2,16.98100873,-0.085619321,-9.161267355,0.099173554,-22.19532541,0.751102588,5.88,1.40819892,11.22765432,0,4.127792901,8.700760124,12.13273414,956.6427114,0,0,0,0
C[N+]1=C(C=CC=C2)C2=CC3=CC=CC=C31,9.625522259,-0.152645663,-9.31138546,0,-7.71215055,1.005821557,1.743944637,0.712185467,4.107638889,2.580925926,1.200510169,3.057699314,24.26546827,586.9571121,0,0,0,1
C[N+]1=C(C=CC=C2)C2=C(C3=CC=CC=C3)C4=CC=CC=C41,13.15794358,-0.041033176,-3.528853178,0,-1.581640471,1.005809152,2.592,0.893781871,6.24567474,2.592407407,1.818066914,4.708148391,54.59730362,882.6461584,0,0,0,1
C[N+]1=C(C=CC=C2)C2=C(C3=C(C=C(C=C3C)C)C)C4=CC=CC=C41,15.33359826,-0.03955213,-4.11342155,0,4.840892466,1.00580867,3.021403092,0.997754597,6.9575,2.627320484,2.121462911,5.45111202,41.9616539,1009.827411,0,0,0,0
CC1=CC(C)=CC(C)=C1C2=C3C(C=C(C=C3)C(C)(C)C)=[N+](C4=CC=CC=C4)C5=CC(C(C)(C)C)=CC=C52,22.96616277,0.089703466,16.95395514,0.247321702,46.75007509,1.007013444,5.626825311,1.41615173,10.76660156,2.588731104,4.457991816,8.837337174,89.57044417,1542.952109,0,0,0,0
